participant	language	starting_point	ending_point	word	vowel	stress	focus	comments	duration	pitch	intensity	gender	boundary
10_1b	ua	80.168	80.255	pYsanka	a	SWW	unfocused	N/A	88	205	43	f	1
10_1b	ua	9.327	9.4	vYrizka	i	SWW	focused	N/A	72	209	52	f	1
10_1b	ua	13.951	14.001	zAbavka	a	SWW	focused	N/A	50	204	41	f	1
10_1b	ua	26.943	27.039	zArodok	o	SWW	focused	N/A	96	195	47	f	1
10_1b	ua	47.378	47.471	vEresen'	e	SWW	focused	N/A	93	201	43	f	0
10_1b	ua	66.958	67.033	pOdushka	u	SWW	focused	N/A	75	204	48	f	0
10_1b	ua	23.855	23.928	pOdushka	u	SWW	unfocused	N/A	73	202	47	f	1
10_1b	ua	38.715	38.792	zAbavka	a	SWW	unfocused	N/A	77	205	42	f	0
10_1b	ua	53	53.076	vYrizka	i	SWW	unfocused	N/A	76	202	40	f	0
10_1b	ua	62.401	62.488	vEresen'	e	SWW	unfocused	N/A	86	197	44	f	0
10_1b	ua	67.663	67.739	zArodok	o	SWW	unfocused	N/A	76	204	46	f	1
11_4b	de	31.357	31.39	stImulus	u	SWW	focused	N/A	33	194	53	f	0
11_4b	de	51.694	51.754	kAviar	i	SWW	focused	N/A	60	179	50	f	0
11_4b	de	56.835	56.91	Abakus	a	SWW	focused	N/A	75	181	51	f	1
11_4b	de	83.649	83.82	Oktopus	o	SWW	focused	fail	172	278	47	f	0
11_4b	de	94.576	94.618	kAbeljau	e	SWW	focused	N/A	43	275	48	f	1
11_4b	de	120.023	120.071	Oktopus	o	SWW	unfocused	N/A	47	206	36	f	1
11_4b	de	137.989	138.066	Abakus	a	SWW	unfocused	N/A	77	194	46	f	1
11_4b	de	162.554	162.628	kAviar	i	SWW	unfocused	N/A	74	255	52	f	0
11_4b	de	184.089	184.118	kAbeljau	e	SWW	unfocused	N/A	29	272	51	f	0
11_4b	de	215.154	215.194	Exodus	o	SWW	focused	N/A	41	191	46	f	0
11_4b	de	226.332	226.402	kOpula	u	SWW	focused	N/A	69	186	47	f	0
11_4b	de	242.301	242.327	Enkelin	e	SWW	focused	N/A	26	205	37	f	0
11_4b	de	247.891	247.961	Abakus	a	SWW	focused	N/A	70	194	45	f	0
11_4b	de	263.765	263.826	kAritas	i	SWW	focused	N/A	61	205	43	f	0
11_4b	de	299.549	299.603	Enkelin	e	SWW	unfocused	N/A	53	233	50	f	0
11_4b	de	324.831	324.909	kOpula	u	SWW	unfocused	N/A	79	252	50	f	0
11_4b	ua	19.788	19.847	pArostok	o	SWW	focused	N/A	60	89	40	f	0
11_4b	ua	28.992	29.036	pErepel	e	SWW	focused	N/A	44	160	30	f	0
11_4b	ua	33.904	33.959	rAyduzhka	u	SWW	focused	N/A	56	163	36	f	1
11_4b	ua	39.419	39.524	kUr'ava	a	SWW	focused	N/A	105	188	52	f	1
11_4b	ua	49.021	49.06	bEsida	i	SWW	focused	N/A	39	83	37	f	0
11_4b	ua	103.221	103.257	bEsida	i	SWW	unfocused	N/A	35	162	39	f	0
11_4b	ua	126.209	126.329	kUr'ava	a	SWW	unfocused	N/A	119	161	47	f	0
11_4b	ua	150.456	150.514	pErepel	e	SWW	unfocused	N/A	58	152	41	f	0
11_4b	ua	167.484	167.56	pArostok	o	SWW	unfocused	N/A	75	86	38	f	0
11_4b	ua	185.603	185.663	rAyduzhka	u	SWW	unfocused	N/A	60	166	36	f	1
11_4b	ua	214.424	214.492	dErevo	e	SWW	focused	N/A	67	157	48	f	0
11_4b	ua	229.748	229.823	pOdruha	u	SWW	focused	N/A	74	165	45	f	1
11_4b	ua	245.262	245.313	prOlisok	i	SWW	focused	N/A	51	165	40	f	0
11_4b	ua	255.636	255.714	zOloto	o	SWW	focused	N/A	78	161	44	f	0
11_4b	ua	270.679	270.719	pYsanka	a	SWW	focused	N/A	40	170	40	f	0
11_4b	ua	287.933	287.973	prOlisok	i	SWW	unfocused	N/A	40	158	39	f	0
11_4b	ua	297.912	297.977	dErevo	e	SWW	unfocused	N/A	65	160	47	f	0
11_4b	ua	313.845	313.895	pOdruha	u	SWW	unfocused	N/A	50	154	42	f	0
11_4b	ua	330.43	330.493	zOloto	o	SWW	unfocused	N/A	63	155	45	f	0
12_1a	de	11.257	11.35	Enkelin	e	SWW	unfocused	N/A	93	294	44	f	0
12_1a	de	39.502	39.563	kOpula	u	SWW	unfocused	N/A	60	266	41	f	0
12_1a	de	57.634	57.725	Abakus	a	SWW	unfocused	N/A	91	193	45	f	0
12_1a	de	68.949	69.044	Exodus	o	SWW	unfocused	N/A	95	254	45	f	0
12_1a	de	86.109	86.219	kAritas	i	SWW	unfocused	N/A	110	238	38	f	0
12_1a	de	113.294	113.385	Exodus	o	SWW	focused	N/A	91	183	37	f	0
12_1a	de	122.935	123.003	kOpula	u	SWW	focused	N/A	68	193	46	f	0
12_1a	de	136.884	136.934	Enkelin	e	SWW	focused	N/A	50	259	36	f	0
12_1a	de	141.989	142.047	Abakus	a	SWW	focused	N/A	59	243	36	f	0
12_1a	de	157.054	157.106	kAritas	i	SWW	focused	N/A	52	292	48	f	0
12_1a	de	194.657	194.815	kOlibri	i	SWW	focused	N/A	158	259	45	f	0
12_1a	de	209.883	209.933	gEgenstand	e	SWW	focused	N/A	50	292	44	f	0
12_1a	de	229.316	229.416	Anorak	o	SWW	focused	N/A	101	340	51	f	0
12_1a	de	234.207	234.258	kAnapee	a	SWW	focused	N/A	51	404	44	f	0
12_1a	de	249.619	249.714	Uvula	u	SWW	focused	N/A	94	218	47	f	0
12_1a	de	275.861	275.915	gEgenstand	e	SWW	unfocused	N/A	55	223	48	f	0
12_1a	de	298.324	298.395	Anorak	o	SWW	unfocused	N/A	71	257	48	f	0
12_1a	de	321.824	321.983	kAnapee	a	SWW	unfocused	N/A	159	255	36	f	0
12_1a	de	332.543	332.623	Uvula	u	SWW	unfocused	N/A	80	251	46	f	0
12_1a	de	353.698	353.803	kOlibri	i	SWW	unfocused	N/A	105	261	44	f	0
12_1a	ua	10.54	10.599	prOlisok	i	SWW	unfocused	N/A	59	160	46	f	0
12_1a	ua	21.615	21.69	dErevo	e	SWW	unfocused	N/A	75	148	45	f	0
12_1a	ua	37.742	37.813	pOdruha	u	SWW	unfocused	N/A	71	156	46	f	0
12_1a	ua	53.745	53.813	zOloto	o	SWW	unfocused	N/A	68	147	44	f	0
12_1a	ua	73.312	73.372	pYsanka	a	SWW	unfocused	N/A	60	--undefined--	40	f	0
12_1a	ua	106.263	106.373	dErevo	e	SWW	focused	N/A	110	153	40	f	0
12_1a	ua	131.737	131.802	prOlisok	i	SWW	focused	N/A	64	195	47	f	0
12_1a	ua	140.692	140.766	zOloto	o	SWW	focused	N/A	74	172	38	f	0
12_1a	ua	154.458	154.518	pYsanka	a	SWW	focused	N/A	60	182	50	f	0
12_1a	ua	169.833	169.923	vYrizka	i	SWW	focused	N/A	90	195	47	f	0
12_1a	ua	174.542	174.632	zAbavka	a	SWW	focused	N/A	90	175	49	f	0
12_1a	ua	188.717	188.795	zArodok	o	SWW	focused	N/A	78	201	51	f	0
12_1a	ua	231.906	231.972	pOdushka	u	SWW	focused	N/A	66	204	38	f	0
12_1a	ua	264.803	264.891	pOdushka	u	SWW	unfocused	N/A	88	81	37	f	0
12_1a	ua	281.058	281.107	zAbavka	a	SWW	unfocused	N/A	50	127	41	f	0
12_1a	ua	296.974	297.037	vYrizka	i	SWW	unfocused	N/A	63	75	37	f	0
12_1a	ua	306.744	306.806	vEresen'	e	SWW	unfocused	N/A	62	116	44	f	0
12_1a	ua	312.409	312.513	zArodok	o	SWW	unfocused	N/A	105	141	40	f	0
13_2a	de	5.983	6.071	kOsovo	o	SWW	unfocused	N/A	88	239	37	f	0
13_2a	de	12.56	12.632	Ursula	u	SWW	unfocused	N/A	72	271	45	f	0
13_2a	de	33.438	33.509	Ananas	a	SWW	unfocused	N/A	70	278	48	f	0
13_2a	de	56.545	56.634	spIritus	i	SWW	unfocused	N/A	88	250	45	f	0
13_2a	de	111.352	111.421	Ursula	u	SWW	focused	N/A	69	253	50	f	1
13_2a	de	130.87	130.986	Ananas	a	SWW	focused	N/A	115	377	45	f	0
13_2a	de	146.05	146.186	lIbero	e	SWW	focused	N/A	135	269	48	f	0
13_2a	de	155.247	155.357	kOsovo	o	SWW	focused	N/A	110	249	48	f	0
13_2a	de	164.025	164.11	spIritus	i	SWW	focused	N/A	85	332	44	f	0
13_2a	de	192.541	192.632	stImulus	u	SWW	focused	N/A	90	260	54	f	0
13_2a	de	212.173	212.254	kAviar	i	SWW	focused	N/A	80	285	51	f	1
13_2a	de	216.798	216.946	Abakus	a	SWW	focused	N/A	148	235	38	f	1
13_2a	de	239.545	239.596	Oktopus	o	SWW	focused	N/A	51	232	46	f	0
13_2a	de	247.859	247.905	kAbeljau	e	SWW	focused	N/A	45	300	53	f	0
13_2a	de	273.384	273.403	Oktopus	o	SWW	unfocused	N/A	19	316	41	f	0
13_2a	de	278.957	279.051	akUstik	u	SWW	unfocused	N/A	94	185	41	f	0
13_2a	de	290.1	290.153	Abakus	a	SWW	unfocused	N/A	53	228	34	f	0
13_2a	de	296.815	296.887	stImulus	u	SWW	unfocused	N/A	73	243	45	f	0
13_2a	de	313.327	313.397	kAviar	i	SWW	unfocused	N/A	71	231	47	f	0
13_2a	de	333.698	333.751	kAbeljau	e	SWW	unfocused	N/A	53	242	42	f	0
13_2a	ua	7.384	7.454	hYkavka	a	SWW	unfocused	N/A	70	173	38	f	1
13_2a	ua	25.233	25.3	Avtorka	o	SWW	unfocused	N/A	67	162	35	f	0
13_2a	ua	43.682	43.735	stAtuya	u	SWW	unfocused	int?	53	--undefined--	29	f	0
13_2a	ua	50.25	50.389	bolOto	o	SWW	unfocused	N/A	139	147	37	f	1
13_2a	ua	61.705	61.77	lAstivka	i	SWW	unfocused	N/A	66	90	28	f	0
13_2a	ua	68.278	68.388	bErezen'	e	SWW	unfocused	N/A	109	92	35	f	0
13_2a	ua	102.58	102.692	Avtorka	o	SWW	focused	N/A	111	189	41	f	0
13_2a	ua	120.502	120.584	lAstivka	i	SWW	focused	N/A	82	177	37	f	0
13_2a	ua	143.918	144.003	stAtuya	u	SWW	focused	N/A	85	158	39	f	1
13_2a	ua	168.111	168.251	bErezen'	e	SWW	focused	N/A	139	196	46	f	0
13_2a	ua	181.698	181.812	hYkavka	a	SWW	focused	N/A	113	171	44	f	0
13_2a	ua	203.538	203.646	pArostok	o	SWW	focused	N/A	108	148	45	f	0
13_2a	ua	215.698	215.791	pErepel	e	SWW	focused	N/A	93	223	50	f	1
13_2a	ua	222.661	222.753	rAyduzhka	u	SWW	focused	N/A	92	100	40	f	0
13_2a	ua	228.945	229.063	kUr'ava	a	SWW	focused	N/A	118	200	46	f	0
13_2a	ua	239.607	239.688	bEsida	i	SWW	focused	N/A	81	202	44	f	0
13_2a	ua	301.174	301.232	bEsida	i	SWW	unfocused	N/A	58	182	34	f	0
13_2a	ua	328.036	328.118	kUr'ava	a	SWW	unfocused	N/A	82	--undefined--	43	f	1
13_2a	ua	352.438	352.495	pErepel	e	SWW	unfocused	N/A	57	--undefined--	42	f	0
13_2a	ua	372.565	372.648	pArostok	o	SWW	unfocused	N/A	83	172	43	f	0
13_2a	ua	392.26	392.322	rAyduzhka	u	SWW	unfocused	N/A	62	186	38	f	0
14_3a	de	31.946	31.978	gEgenstand	e	SWW	focused	N/A	32	231	53	f	0
14_3a	de	58.539	58.656	kAnapee	a	SWW	focused	fail	116	207	47	f	0
14_3a	de	75.344	75.409	Uvula	u	SWW	focused	N/A	65	177	47	f	0
14_3a	de	104.11	104.194	gEgenstand	e	SWW	unfocused	fail	84	209	49	f	0
14_3a	de	128.993	129.087	Anorak	o	SWW	unfocused	N/A	94	209	50	f	0
14_3a	de	158.848	158.956	kAnapee	a	SWW	unfocused	fail	108	196	44	f	0
14_3a	de	171.207	171.274	Uvula	u	SWW	unfocused	N/A	66	194	48	f	0
14_3a	de	199.52	199.613	kOlibri	i	SWW	unfocused	N/A	93	208	50	f	0
14_3a	de	219.482	219.56	kOsovo	o	SWW	unfocused	N/A	78	202	42	f	0
14_3a	de	225.514	225.568	Ursula	u	SWW	unfocused	N/A	54	--undefined--	39	f	0
14_3a	de	277.551	277.627	spIritus	i	SWW	unfocused	N/A	76	229	48	f	0
14_3a	de	284.421	284.487	lIbero	e	SWW	unfocused	N/A	65	221	50	f	0
14_3a	de	339.073	339.153	Ursula	u	SWW	focused	N/A	79	176	38	f	0
14_3a	de	361.014	361.08	Ananas	a	SWW	focused	N/A	67	225	52	f	0
14_3a	de	375.71	375.79	lIbero	e	SWW	focused	N/A	80	217	50	f	0
14_3a	de	385.523	385.593	kOsovo	o	SWW	focused	N/A	70	211	46	f	0
14_3a	de	395.736	395.836	spIritus	i	SWW	focused	N/A	99	225	46	f	0
14_3a	ua	10.072	10.134	vYrizka	i	SWW	focused	N/A	61	198	39	f	0
14_3a	ua	16.02	16.124	zAbavka	a	SWW	focused	fail	104	193	48	f	0
14_3a	ua	32.715	32.753	zArodok	o	SWW	focused	N/A	38	187	42	f	0
14_3a	ua	57.663	57.712	vEresen'	e	SWW	focused	N/A	49	185	41	f	0
14_3a	ua	82.67	82.708	pOdushka	u	SWW	focused	N/A	39	197	43	f	1
14_3a	ua	117.21	117.253	pOdushka	u	SWW	unfocused	N/A	43	188	38	f	0
14_3a	ua	134.656	134.705	zAbavka	a	SWW	unfocused	N/A	50	185	41	f	0
14_3a	ua	150.563	150.632	vYrizka	i	SWW	unfocused	N/A	69	141	39	f	0
14_3a	ua	161.061	161.101	vEresen'	e	SWW	unfocused	N/A	40	194	37	f	0
14_3a	ua	166.438	166.485	zArodok	o	SWW	unfocused	N/A	47	90	42	f	0
14_3a	ua	192.275	192.312	hYkavka	a	SWW	unfocused	N/A	37	540	42	f	0
14_3a	ua	208.086	208.118	Avtorka	o	SWW	unfocused	N/A	31	191	39	f	0
14_3a	ua	226.114	226.149	stAtuya	u	SWW	unfocused	N/A	35	190	38	f	0
14_3a	ua	241.297	241.371	lAstivka	i	SWW	unfocused	N/A	75	--undefined--	35	f	0
14_3a	ua	246.665	246.724	bErezen'	e	SWW	unfocused	N/A	59	179	38	f	0
14_3a	ua	286.207	286.246	Avtorka	o	SWW	focused	N/A	39	182	36	f	0
14_3a	ua	302.056	302.105	lAstivka	i	SWW	focused	N/A	49	212	39	f	0
14_3a	ua	321.468	321.504	stAtuya	u	SWW	focused	N/A	36	--undefined--	33	f	0
14_3a	ua	343.775	343.847	bErezen'	e	SWW	focused	N/A	72	174	41	f	0
14_3a	ua	355.969	357.577	hYkavka	a	SWW	focused	fail	1.608	224	42	f	0
13_2a	ua	340.543	340.718	gatUnok	u	WSW	unfocused	N/A	175	233	44	f	0
14_3a	de	251.043	251.109	Ananas	a	SWW	unfocused	N/A	66	215	51	f	0
12_1a	ua	209.883	209.958	vEresen'	e	SWW	focused	N/A	75	188	39	f	0
12_1a	ua	118.741	118.814	pOdruha	u	SWW	focused	N/A	73	183	46	f	0
13_2a	de	62.472	62.56	lIbero	e	SWW	unfocused	N/A	87	275	47	f	0
12_1a	de	167.247	167.352	libElle	e	WSW	focused	N/A	105	310	56	f	0
01_2b	de	21.183	21.411	latErne	e	WSW	focused	N/A	228	226	57	f	1
01_2b	de	37.507	37.697	melOne	o	WSW	focused	N/A	190	243	57	f	1
01_2b	de	43.028	43.262	parAbel	a	WSW	focused	N/A	235	214	60	f	1
01_2b	de	64.819	64.945	alUmnus	u	WSW	focused	N/A	126	258	58	f	1
01_2b	de	99.751	99.865	kanInchen	i	WSW	focused	N/A	114	241	60	f	1
01_2b	de	134.03	134.218	parAbel	a	WSW	unfocused	N/A	188	263	59	f	1
01_2b	de	160.838	160.996	latErne	e	WSW	unfocused	N/A	158	235	56	f	1
01_2b	de	193.695	193.78	alUmnus	u	WSW	unfocused	N/A	85	210	55	f	1
01_2b	de	205.268	205.378	kanInchen	i	WSW	unfocused	N/A	110	201	56	f	0
01_2b	de	217.987	218.099	akUstik	u	WSW	focused	N/A	111	283	53	f	1
01_2b	de	235.577	235.688	trompEte	e	WSW	focused	N/A	111	267	53	f	1
01_2b	de	247.232	247.355	panAde	a	WSW	focused	fail	123	227	59	f	1
01_2b	de	273.132	273.345	zitrOne	o	WSW	focused	N/A	213	271	56	f	1
01_2b	de	285.314	285.491	pralIne	i	WSW	focused	N/A	177	247	57	f	1
01_2b	de	315.234	315.355	trompEte	e	WSW	unfocused	N/A	122	176	48	f	0
01_2b	de	335.062	335.144	akUstik	u	WSW	unfocused	N/A	83	208	44	f	1
01_2b	de	368.095	368.209	panAde	a	WSW	unfocused	fail	114	212	57	f	1
01_2b	de	388.241	388.401	zitrOne	o	WSW	unfocused	N/A	160	207	54	f	0
01_2b	de	409.199	409.359	pralIne	i	WSW	unfocused	N/A	160	205	51	f	0
01_2b	ua	32.369	32.549	syrEna	e	WSW	focused	N/A	180	197	54	f	1
01_2b	ua	48.577	48.706	bolOto	o	WSW	focused	N/A	129	173	55	f	1
01_2b	ua	69.9	70.028	zaprAvka	a	WSW	focused	N/A	127	182	54	f	1
01_2b	ua	75.998	76.141	spolUka	u	WSW	focused	N/A	143	237	53	f	1
01_2b	ua	87.895	88.053	horIshok	i	WSW	focused	N/A	158	228	51	f	1
01_2b	ua	118.205	118.3	spolUka	u	WSW	unfocused	N/A	95	176	51	f	0
01_2b	ua	137.133	137.26	zaprAvka	a	WSW	unfocused	N/A	127	169	48	f	0
01_2b	ua	155.525	155.697	bolOto	o	WSW	unfocused	N/A	172	178	54	f	1
01_2b	ua	185.529	185.675	horIshok	i	WSW	unfocused	N/A	146	196	50	f	1
01_2b	ua	192.025	192.175	syrEna	e	WSW	unfocused	N/A	150	169	53	f	1
01_2b	ua	246.035	246.191	tuzEmets'	e	WSW	focused	N/A	157	223	61	f	1
01_2b	ua	256.29	256.458	korObka	o	WSW	focused	N/A	168	244	59	f	1
01_2b	ua	262.002	262.14	gatUnok	u	WSW	focused	N/A	138	249	53	f	1
01_2b	ua	272.187	272.335	zavdAnn'a	a	WSW	focused	N/A	148	234	63	f	1
01_2b	ua	282.385	282.53	tubIlets'	i	WSW	focused	N/A	145	232	58	f	1
01_2b	ua	302.641	302.786	korObka	o	WSW	unfocused	N/A	144	180	56	f	1
01_2b	ua	313.755	313.91	zavdAnn'a	a	WSW	unfocused	N/A	155	173	57	f	1
01_2b	ua	332.043	332.143	gatUnok	u	WSW	unfocused	N/A	100	172	50	f	1
01_2b	ua	350.349	350.487	tuzEmets'	e	WSW	unfocused	N/A	138	176	57	f	1
01_2b	ua	367.243	367.396	tubIlets'	i	WSW	unfocused	N/A	153	181	50	f	1
03_1b	de	344.588	344.767	kabAle	a	WSW	focused	N/A	179	223	83	f	1
03_1b	de	368.038	368.131	kabIne	i	WSW	focused	N/A	93	316	83	f	0
03_1b	de	397.483	397.572	kanOne	o	WSW	focused	N/A	89	304	81	f	0
03_1b	de	415.669	415.811	libElle	e	WSW	focused	N/A	142	208	77	f	0
03_1b	de	420.902	420.997	kolUmne	u	WSW	focused	N/A	95	335	77	f	0
03_1b	de	431.332	431.446	kabAle	a	WSW	unfocused	int?	114	240	82	f	0
03_1b	de	450.69	450.851	kabIne	i	WSW	unfocused	N/A	161	194	75	f	0
03_1b	de	457.055	457.153	kanOne	o	WSW	unfocused	N/A	98	182	78	f	0
03_1b	de	480.886	480.959	libElle	e	WSW	unfocused	N/A	73	155	75	f	0
03_1b	de	507.068	507.221	kolUmne	u	WSW	unfocused	N/A	153	156	76	f	0
03_1b	de	528.254	528.36	instrUktor	u	WSW	focused	N/A	106	301	78	f	1
03_1b	de	549.04	549.15	vermIEter	i	WSW	focused	N/A	109	303	80	f	0
03_1b	de	568.614	568.781	furOre	o	WSW	focused	N/A	167	265	82	f	0
03_1b	de	593.656	593.867	pauschAle	a	WSW	focused	N/A	211	242	81	f	1
03_1b	de	616.74	616.812	kalEnder	e	WSW	focused	N/A	72	321	83	f	1
03_1b	de	637.064	637.146	vermIEter	i	WSW	unfocused	N/A	82	170	75	f	0
03_1b	de	643.28	643.368	kalEnder	e	WSW	unfocused	N/A	88	149	77	f	0
03_1b	de	661.232	661.359	pauschAle	a	WSW	unfocused	N/A	127	203	79	f	0
03_1b	de	667.377	667.532	furOre	o	WSW	unfocused	N/A	155	153	76	f	0
03_1b	de	694.795	694.893	instrUktor	u	WSW	unfocused	N/A	98	166	75	f	0
03_1b	ua	9.786	9.897	kapUsta	u	WSW	focused	N/A	111	199	72	f	0
03_1b	ua	20.431	20.54	porIchka	i	WSW	focused	N/A	109	226	76	f	0
03_1b	ua	37.269	37.435	porAda	a	WSW	focused	N/A	166	243	80	f	1
03_1b	ua	48.606	48.74	berEza	e	WSW	focused	N/A	134	211	78	f	0
03_1b	ua	74.84	74.974	korOna	o	WSW	focused	N/A	134	198	78	f	0
03_1b	ua	93.648	93.745	berEza	e	WSW	unfocused	N/A	97	137	70	f	0
03_1b	ua	116.212	116.305	porIchka	i	WSW	unfocused	N/A	93	202	76	f	0
03_1b	ua	136.448	136.554	kapUsta	u	WSW	unfocused	N/A	106	161	70	f	0
03_1b	ua	153.167	153.301	korOna	o	WSW	unfocused	N/A	134	165	78	f	1
03_1b	ua	169.089	169.204	porAda	a	WSW	unfocused	N/A	115	165	78	f	1
03_1b	ua	191.119	191.212	darUnok	u	WSW	focused	N/A	93	233	81	f	0
03_1b	ua	205.235	205.348	cherEshn'a	e	WSW	focused	N/A	113	222	79	f	1
03_1b	ua	209.968	210.072	avtObus	o	WSW	focused	N/A	104	256	78	f	1
03_1b	ua	222.33	222.427	sel'Anka	a	WSW	focused	N/A	97	191	79	f	0
03_1b	ua	231.342	231.447	zalIzo	i	WSW	focused	N/A	105	155	73	f	0
03_1b	ua	249.703	249.788	sel'Anka	a	WSW	unfocused	N/A	86	151	76	f	0
03_1b	ua	259.684	259.77	zalIzo	i	WSW	unfocused	N/A	86	162	74	f	1
03_1b	ua	273.913	274.019	avtObus	o	WSW	unfocused	N/A	106	144	74	f	1
03_1b	ua	283.818	283.889	darUnok	u	WSW	unfocused	N/A	72	177	79	f	1
03_1b	ua	319.106	319.203	cherEshn'a	e	WSW	unfocused	N/A	97	184	80	f	1
04_3b	de	11.985	12.047	instrUktor	u	WSW	focused	N/A	62	269	55	f	0
04_3b	de	16.87	17.004	kOlibri	i	WSW	focused	fail	134	254	73	f	0
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	N/A	122	273	76	f	0
04_3b	de	42.114	42.343	furOre	o	WSW	focused	N/A	229	246	73	f	1
04_3b	de	63.273	63.455	pauschAle	a	WSW	focused	N/A	182	222	72	f	0
04_3b	de	83.158	83.258	kalEnder	e	WSW	focused	N/A	99	230	76	f	1
04_3b	de	107.946	108.006	vermIEter	i	WSW	unfocused	N/A	60	225	72	f	0
04_3b	de	113.929	114.012	kalEnder	e	WSW	unfocused	N/A	83	226	75	f	0
04_3b	de	130.209	130.309	pauschAle	a	WSW	unfocused	N/A	100	232	76	f	0
04_3b	de	135.668	135.79	furOre	o	WSW	unfocused	N/A	123	221	71	f	0
04_3b	de	161.298	161.362	instrUktor	u	WSW	unfocused	N/A	63	246	68	f	0
04_3b	de	186.008	186.093	latErne	e	WSW	focused	N/A	85	220	74	f	1
04_3b	de	201.995	202.14	melOne	o	WSW	focused	N/A	145	255	75	f	0
04_3b	de	206.934	207.125	parAbel	a	WSW	focused	N/A	191	228	73	f	1
04_3b	de	225.476	225.582	alUmnus	u	WSW	focused	N/A	105	291	76	f	1
04_3b	de	255.194	255.298	kanInchen	i	WSW	focused	N/A	104	275	77	f	1
04_3b	de	286.778	286.877	parAbel	a	WSW	unfocused	N/A	99	224	74	f	0
04_3b	de	302.554	302.661	melOne	o	WSW	unfocused	N/A	106	217	74	f	0
04_3b	de	307.621	307.715	latErne	e	WSW	unfocused	N/A	93	211	73	f	0
04_3b	de	332.732	332.757	alUmnus	u	WSW	unfocused	N/A	25	245	73	f	0
04_3b	de	342.942	343.016	kanInchen	i	WSW	unfocused	N/A	74	239	75	f	0
04_3b	ua	35.947	36.054	darUnok	u	WSW	focused	N/A	107	213	72	f	1
04_3b	ua	50.453	50.589	cherEshn'a	e	WSW	focused	N/A	135	204	70	f	1
04_3b	ua	55.62	55.716	avtObus	o	WSW	focused	N/A	96	198	71	f	1
04_3b	ua	69.571	69.692	sel'Anka	a	WSW	focused	N/A	121	182	70	f	1
04_3b	ua	78.694	78.822	zalIzo	i	WSW	focused	N/A	128	184	63	f	0
04_3b	ua	100.017	100.12	sel'Anka	a	WSW	unfocused	N/A	104	169	72	f	0
04_3b	ua	110.227	110.304	zalIzo	i	WSW	unfocused	N/A	77	156	60	f	0
04_3b	ua	125.103	125.193	avtObus	o	WSW	unfocused	N/A	90	167	68	f	0
04_3b	ua	135.234	135.344	darUnok	u	WSW	unfocused	N/A	110	175	71	f	0
04_3b	ua	166.089	166.233	cherEshn'a	e	WSW	unfocused	N/A	144	167	69	f	0
04_3b	ua	185.78	185.928	syrEna	e	WSW	focused	N/A	147	192	71	f	0
04_3b	ua	198.17	198.288	bolOto	o	WSW	focused	N/A	118	189	72	f	0
04_3b	ua	215.031	215.147	zaprAvka	a	WSW	focused	N/A	116	190	68	f	1
04_3b	ua	219.75	219.847	spolUka	u	WSW	focused	N/A	97	200	67	f	0
04_3b	ua	228.512	228.641	horIshok	i	WSW	focused	N/A	129	244	71	f	0
04_3b	ua	253.929	254.024	spolUka	u	WSW	unfocused	N/A	94	163	58	f	0
04_3b	ua	267.165	267.264	zaprAvka	a	WSW	unfocused	N/A	99	166	69	f	0
04_3b	ua	279.714	279.82	bolOto	o	WSW	unfocused	N/A	105	162	68	f	0
04_3b	ua	302.209	302.318	horIshok	i	WSW	unfocused	N/A	109	170	68	f	0
04_3b	ua	306.527	306.66	syrEna	e	WSW	unfocused	N/A	132	173	70	f	0
05_4a	de	4.424	4.51	instrUktor	u	WSW	focused	fail	85	146	53	m	0
05_4a	de	20.34	20.403	vermIEter	i	WSW	focused	N/A	63	150	56	m	1
05_4a	de	34.075	34.174	furOre	o	WSW	focused	N/A	99	147	55	m	1
05_4a	de	53.001	53.131	pauschAle	a	WSW	focused	N/A	129	141	58	m	1
05_4a	de	71.699	71.776	kalEnder	e	WSW	focused	N/A	77	154	54	m	1
05_4a	de	14.774	14.844	vermIEter	i	WSW	unfocused	int?	70	158	52	m	0
05_4a	de	20.241	20.305	kalEnder	e	WSW	unfocused	N/A	64	142	57	m	0
05_4a	de	36.062	36.17	pauschAle	a	WSW	unfocused	N/A	108	136	56	m	0
05_4a	de	41.527	41.673	furOre	o	WSW	unfocused	N/A	147	135	54	m	0
05_4a	de	69.153	69.325	instrUktor	u	WSW	unfocused	int?	172	163	53	m	0
05_4a	de	21.528	21.618	parAbel	a	WSW	unfocused	N/A	90	141	57	m	0
05_4a	de	36.59	36.708	melOne	o	WSW	unfocused	N/A	117	138	55	m	0
05_4a	de	41.619	41.718	latErne	e	WSW	unfocused	N/A	99	143	53	m	0
05_4a	de	66.556	66.635	alUmnus	u	WSW	unfocused	N/A	79	150	56	m	0
05_4a	de	77.355	77.437	kanInchen	i	WSW	unfocused	N/A	83	146	56	m	0
05_4a	de	4.206	4.316	latErne	e	WSW	focused	N/A	110	82	51	m	0
05_4a	de	16.381	16.552	melOne	o	WSW	focused	N/A	170	157	54	m	0
05_4a	de	20.79	20.907	parAbel	a	WSW	focused	N/A	117	99	54	m	0
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	N/A	49	172	59	m	1
05_4a	de	62.499	62.712	kanInchen	i	WSW	focused	fail	213	141	48	m	0
05_4a	ua	5.138	5.235	sel'Anka	a	WSW	unfocused	N/A	98	120	56	m	0
