participant	language	starting_point	ending_point	word	vowel	stress	focus	duration	pitch	intensity	gender	f0	Ntime	z1	type
04_3b	de	73.204	73.26	Uvula	u	SWW	focused	56	237	74	f	190.070174166351	170	-0.8279582488179642	like_de
04_3b	de	73.204	73.26	Uvula	u	SWW	focused	56	237	74	f	184.818204348617	175	-0.9790319025043774	like_de
04_3b	de	73.204	73.26	Uvula	u	SWW	focused	56	237	74	f	181.617641331239	180	-1.0710965498022789	like_de
04_3b	de	73.204	73.26	Uvula	u	SWW	focused	56	237	74	f	180.311267395904	185	-1.1086745805871	like_de
04_3b	de	73.204	73.26	Uvula	u	SWW	focused	56	237	74	f	179.158280978834	190	-1.1418403977419147	like_de
04_3b	de	73.204	73.26	Uvula	u	SWW	focused	56	237	74	f	177.112229406298	195	-1.2006953602457182	like_de
04_3b	de	73.204	73.26	Uvula	u	SWW	focused	56	237	74	f	173.136827111149	200	-1.3150483688204402	like_de
04_3b	de	73.204	73.26	Uvula	u	SWW	focused	56	237	74	f	184.746714866871	205	-0.9810883075452153	like_de
04_3b	de	73.204	73.26	Uvula	u	SWW	focused	56	237	74	f	184.635677625049	210	-0.9842823094910508	like_de
04_3b	de	73.204	73.26	Uvula	u	SWW	focused	56	237	74	f	175.583973384125	215	-1.2446558606009084	like_de
04_3b	de	73.204	73.26	Uvula	u	SWW	focused	56	237	74	f	172.464309793619	220	-1.3343934244571989	like_de
04_3b	de	73.204	73.26	Uvula	u	SWW	focused	56	237	74	f	170.558847860859	225	-1.3892043061135273	like_de
04_3b	de	73.204	73.26	Uvula	u	SWW	focused	56	237	74	f	167.92134155744	230	-1.465072547498504	like_de
04_3b	de	73.204	73.26	Uvula	u	SWW	focused	56	237	74	f	162.510525424098	235	-1.6207154378915896	like_de
04_3b	de	73.204	73.26	Uvula	u	SWW	focused	56	237	74	f	163.31897867433	240	-1.5974601659487095	like_de
04_3b	de	73.204	73.26	Uvula	u	SWW	focused	56	237	74	f	169.257700092804	245	-1.4266320054583048	like_de
04_3b	de	73.204	73.26	Uvula	u	SWW	focused	56	237	74	f	182.181666709283	250	-1.0548722801301178	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	248.61029452799	5	0.8559565826063639	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	242.566186015355	10	0.6820969474657168	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	232.06195229684	15	0.3799411807525017	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	246.108567178465	20	0.7839940420099224	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	257.399644186889	25	1.108783467104762	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	248.934231729788	30	0.8652746819745915	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	241.11735263572	35	0.640421050642165	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	263.302140745853	40	1.2785696143943346	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	256.160703140702	45	1.0731451529016744	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	233.984305238977	50	0.4352379346795387	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	233.364106248386	55	0.41739782310752854	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	239.838551992179	60	0.6036361694907282	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	246.789993198802	65	0.8035953577413444	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	253.680785309309	70	1.0018099661750537	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	258.2429182469	75	1.1330403645596296	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	255.598127311221	80	1.0569625796986866	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	246.273543126366	85	0.7887395984553589	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	238.328096717315	90	0.5601877101463684	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	234.343774429486	95	0.4455781167221925	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	232.500167967658	100	0.39254651642476257	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	230.273414294083	105	0.32849363245907354	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	225.613923715428	110	0.19446272777680956	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	221.676912086764	115	0.08121403214649259	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	223.361988063826	120	0.1296854806560344	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	230.084346886487	125	0.3230550817724148	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	242.430389265296	130	0.6781907347679818	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	262.06820902404	135	1.2430753941144688	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	286.525439168229	140	1.9465910739753796	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	284.316297029494	155	1.8830447882971215	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	278.822803715676	160	1.7250236771288845	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	275.409708875281	165	1.6268455219202187	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	272.008715048664	170	1.529015454082233	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	268.252330193455	175	1.420962513105208	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	261.925712128223	180	1.2389764507775591	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	249.996810521432	185	0.8958399110132865	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	233.736030085903	190	0.4280962648306773	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	216.176295743945	195	-0.077011973957138	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	200.458385739298	200	-0.5291398755109924	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	180.261967591798	205	-1.1100926964161684	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	163.835778985703	210	-1.582594331990227	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	170.095210376853	215	-1.4025409038331584	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	189.68462666945	220	-0.8390485770277355	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	183.375145424791	225	-1.0205416962909002	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	172.783591675932	230	-1.3252092360115555	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	170.825276275831	235	-1.3815404551218886	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	163.448728640437	240	-1.5937278898455065	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	179.279886027796	245	-1.1383424113309164	like_de
04_3b	de	26.069	26.19	vermIEter	i	WSW	focused	122	273	76	f	222.380070906301	250	0.10144049491682026	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	181.369608138276	10	1.9178335305179912	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	155.366042904048	15	0.6382800517883732	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	143.991273803642	20	0.07856351903336979	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	145.862176131677	25	0.17062472528094377	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	148.514886847485	30	0.3011562579343064	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	147.724270246014	35	0.2622525070970163	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	141.571604420931	40	-0.04050078419333024	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	140.307713001694	45	-0.1026928969922522	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	141.630809802714	50	-0.03758747397845938	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	171.962879190632	55	1.4549580501749668	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	171.094547791691	60	1.4122301991208115	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	169.050201196716	65	1.3116343472148526	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	166.650748495266	70	1.1935648431475316	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	163.295726897246	75	1.0284748057510913	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	159.602329937465	80	0.8467343834032903	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	155.579111391786	85	0.6487644804517925	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	151.699844509137	90	0.4578779850845929	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	147.870665544939	95	0.26945615830106656	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	143.57483166093	100	0.05807171386753888	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	137.883060863038	105	-0.2220023859327444	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	136.395002841882	110	-0.2952250306113062	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	136.076895007191	115	-0.3108781144412963	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	138.12767425985	120	-0.20996573172723992	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	143.68453684838	125	0.06346996033766392	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	156.392499211282	130	0.6887887311504027	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	170.502995098238	135	1.383121755723082	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	175.690680255333	140	1.6383913900798956	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	173.50669979479	145	1.5309245957925128	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	165.504495299127	150	1.1371613364970663	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	150.630259298382	155	0.40524706832792173	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	142.140025761559	160	-0.01253056175524179	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	136.122498175595	165	-0.3086341262709502	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	142.396309932047	170	8.037443513841376e-5	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	144.904539162094	175	0.12350242859767638	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	144.335681155218	180	0.09551071918994872	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	144.746325223751	185	0.1157172194016758	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	145.156969292284	190	0.1359237196134029	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	145.567613360817	195	0.15613021982513	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	147.723842136131	200	0.26223144115912955	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	147.421446077882	205	0.24735148432239076	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	124.720254518567	210	-0.8697025953541303	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	121.081001589018	215	-1.0487787606428791	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	121.583294626587	220	-1.0240625035537514	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	122.10692483566	225	-0.9982963115123102	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	122.630555044733	230	-0.9725301194708684	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	123.154185253805	235	-0.946763927429476	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	123.677815462878	240	-0.9209977353880342	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	124.201445671951	245	-0.8952315433465923	like_de
05_4a	de	38.092	38.142	alUmnus	u	WSW	focused	49	172	59	m	131.111733671967	250	-0.5551980529463868	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	145.761583171858	5	0.16567486280967525	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	148.970010850347	10	0.3235514755081208	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	159.011050334661	15	0.8176393779355849	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	150.388524737446	20	0.3933520725614309	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	143.335777196208	25	0.04630859718774457	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	141.888225806378	30	-0.02492084384516588	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	141.254173001421	35	-0.05612058376440859	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	144.974089100774	40	0.12692476185012844	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	149.113190880283	45	0.3305969134601479	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	153.246205860129	50	0.5339695528450937	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	154.994751948265	55	0.6200099942092059	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	156.13023780327	60	0.6758836739424564	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	157.267568839453	65	0.731848149225236	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	158.405945919367	70	0.787864097022761	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	159.544322999281	75	0.8438800448202846	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	160.658761259507	80	0.8987180387590757	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	161.72902012954	85	0.9513821041653596	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	162.815288221636	90	1.0048339329263198	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	163.888774156005	95	1.0576567919964743	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	164.936708581324	100	1.1092223418477871	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	165.938990096617	105	1.1585414559003264	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	164.837057776386	110	1.104318839848422	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	161.489679193673	115	0.9396048911435116	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	154.416453766741	120	0.5915537635636469	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	145.010413825636	125	0.12871218706057175	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	137.737578463593	130	-0.22916111623095572	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	133.899578016736	135	-0.4180170203697288	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	132.183339037943	140	-0.5024677307190686	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	130.984357924545	145	-0.561465811972947	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	130.517471138949	150	-0.5844398390073599	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	131.772589245478	155	-0.5226794332722343	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	133.560144362219	160	-0.4347194805717413	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	135.666202968956	165	-0.33108697509085355	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	137.457981612138	170	-0.24291919596727435	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	138.992488783033	175	-0.16741093504350982	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	140.254559352745	180	-0.10530842051017156	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	141.257557219806	185	-0.05595405704515773	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	141.942603312925	190	-0.02224509815259879	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	142.212219699808	195	-0.00897812561821135	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	142.125149221242	200	-0.01326258941155058	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	141.074275566695	205	-0.06497276946835956	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	139.784515051471	210	-0.12843781893821826	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	138.494754536248	215	-0.191902868408028	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	137.204994021024	220	-0.2553679178778867	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	137.095018811468	225	-0.260779451284704	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	146.947255812249	230	0.2240180760568291	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	168.848662418606	235	1.3017172592191613	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	174.294824413151	245	1.569705723995997	like_de
05_4a	de	29.407	29.482	Ananas	a	SWW	focused	75	131	53	m	174.359337416553	250	1.5728802055404612	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	136.019808436327	5	-0.31368716464959806	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	144.403747685209	10	0.09886005857670316	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	149.840966636684	15	0.36640846439364017	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	151.751150753451	20	0.4604026036436706	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	137.164068517828	25	-0.2573817328879241	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	131.528544480486	30	-0.5346881068982735	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	134.169429859061	35	-0.4047384618152247	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	135.252925018034	40	-0.3514230803526199	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	156.370878473155	45	0.6877248427784072	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	166.092526377717	55	1.1660964923279515	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	164.877615415893	60	1.1063145534458765	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	163.653909212944	65	1.0460998284717271	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	162.425778221296	70	0.9856673735931802	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	161.197647229649	75	0.9252349187146808	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	159.976831690445	80	0.8651624341916944	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	158.834204196446	85	0.8089373369148766	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	157.886528927202	90	0.7623052241047814	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	157.293731207399	95	0.7331355168848461	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	157.111355371015	100	0.7241613768475338	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	156.729798268217	105	0.70538615453392	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	154.944191249536	110	0.6175220615983146	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	151.33592301283	115	0.4399705553767936	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	146.311690209529	120	0.1927438961281924	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	141.207781715783	125	-0.0584033526995975	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	137.114906882449	130	-0.25980082200138394	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	134.259017651189	135	-0.4003301289563834	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	132.299788178948	140	-0.49673763555227585	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	130.749146822435	145	-0.5730398088933594	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	129.275828788721	150	-0.6455371452521599	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	127.442132459196	155	-0.7357675615909555	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	126.98877965825	160	-0.7580756239015313	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	126.709512602694	165	-0.7718174754212178	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	126.007585877108	170	-0.8063570770276407	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	124.691963589194	175	-0.8710947028120748	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	123.419575309332	180	-0.9337049193391992	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	122.639809372744	185	-0.9720747431602312	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	121.926836099809	190	-1.0071579105416175	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	120.879209345673	195	-1.0587083208638322	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	120.15378047721	200	-1.0944043888395771	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	124.083525135738	205	-0.9010340412335516	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	132.574609278977	210	-0.4832145554898726	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	139.418714461137	215	-0.14643771293995006	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	142.304019094959	220	-0.00446096674585391	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	129.539257826662	225	-0.6325746326559197	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	136.711047271251	230	-0.2796734804531017	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	142.337189852063	235	-0.00282873834708526	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	142.394512349114	240	-8.078954790982032e-6	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	142.451834846165	245	0.00281258043750469	like_de
05_4a	de	41.864	41.92	Anorak	o	SWW	focused	57	132	56	m	142.887829647821	250	0.02426651031757483	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	132.113669574677	5	-0.5058959453996421	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	134.957003853651	10	-0.3659844280718774	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	136.866441651574	15	-0.2720270128196709	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	138.675044782855	20	-0.18303135366960455	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	136.404798022488	25	-0.29474304064930285	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	133.607117051688	30	-0.4324081025866866	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	137.511525263808	35	-0.24028448164479171	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	138.754125208729	40	-0.17914005518360693	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	138.70995917855	45	-0.1813133263119371	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	139.54973220086	50	-0.13999074295226557	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	142.437679116876	55	0.00211602161979863	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	143.083724972534	60	0.03390590176046138	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	143.732827052727	65	0.06584616907689674	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	144.38192913292	70	0.09778643639333068	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	145.031031213113	75	0.12972670370976602	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	145.59436165413	80	0.15744641902514145	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	144.363535143505	85	0.09688132615434374	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	139.590028239126	90	-0.1380079019272809	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	132.780313680803	95	-0.47309249028167527	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	127.421852960503	100	-0.7367654517981554	like_de
05_4a	de	34.075	34.174	furOre	o	WSW	focused	99	147	55	m	127.571273541827	105	-0.7294129359833141	like_de
